Crop,Season,State,Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Kharif,Uttarakhand,2019,670625,2548238.75,1049.21,140.51,5.1283,3.7998
Wheat,Rabi,Maharashtra,2015,751843,3124692.04,522.67,229.05,2.0274,4.156
Maize,Rabi,Rajasthan,2010,280311,1126575.0,468.06,125.2,5.5072,4.019
Maize,Kharif,Himachal Pradesh,2007,568123,2551620.01,722.73,108.43,6.2304,4.4913
Rice,Kharif,Odisha,2002,2614724,6042636.13,1536.42,184.74,6.0188,2.311
Maize,Kharif,Jharkhand,2013,612615,1975708.01,577.93,172.02,6.6453,3.225
Maize,Rabi,Maharashtra,1999,374435,1023743.54,575.2,90.91,2.0541,2.7341
Maize,Kharif,Odisha,2016,411941,1522459.82,781.15,131.94,3.1923,3.6958
Maize,Kharif,Gujarat,2019,674900,2509512.63,955.59,152.47,2.9156,3.7183
Maize,Kharif,Madhya Pradesh,2010,186301,772975.09,790.62,168.89,5.0388,4.1491
Wheat,Rabi,Uttar Pradesh,2013,1436326,7295205.64,332.18,168.95,4.6691,5.0791
Maize,Kharif,West Bengal,2020,619633,2290827.15,1179.32,78.84,6.4057,3.6971
Maize,Rabi,Maharashtra,2013,568463,1982360.04,540.71,156.4,3.6014,3.4872
Maize,Rabi,Madhya Pradesh,1997,561926,1884680.91,525.95,175.69,0.9287,3.354
Maize,Kharif,Andhra Pradesh,2019,65244,401620.61,694.92,71.22,2.5567,6.1557
Maize,Rabi,Punjab,2011,541521,1713292.04,889.66,87.59,4.0323,3.1639
Rice,Kharif,Punjab,2016,385940,2266739.1,1458.56,192.86,4.0332,5.8733
Rice,Kharif,Himachal Pradesh,2015,614588,1898908.45,823.78,168.54,6.7273,3.0897
Maize,Rabi,Uttarakhand,2010,224162,748506.83,992.01,93.31,4.0064,3.3391
Maize,Rabi,Uttar Pradesh,2000,376371,1174218.07,457.66,164.79,0.6792,3.1198
Wheat,Rabi,Bihar,1999,2471795,7588901.96,531.97,198.99,5.232,3.0702
Wheat,Rabi,Haryana,2000,1131757,7652838.12,311.58,140.99,4.6457,6.7619
Wheat,Rabi,Uttarakhand,2000,2497785,15819496.5,494.65,200.07,0.5589,6.3334
Wheat,Rabi,Madhya Pradesh,1997,2109610,7332902.39,604.78,176.15,0.9065,3.476
Maize,Kharif,Uttar Pradesh,2007,311166,1174162.71,838.15,111.13,1.1017,3.7734
Maize,Rabi,Madhya Pradesh,2009,337270,1380548.82,922.41,148.15,4.3955,4.0933
Maize,Rabi,Andhra Pradesh,2015,104335,620949.03,873.49,100.07,4.1384,5.9515
Maize,Rabi,Jammu and Kashmir,2014,258569,932064.93,803.93,77.52,5.8093,3.6047
Maize,Rabi,Assam,2004,567628,1755849.99,830.12,86.79,0.9517,3.0933
Maize,Kharif,Jharkhand,2007,351620,1057175.58,773.07,173.12,0.6636,3.0066
Maize,Kharif,Haryana,2018,292653,1040977.98,553.48,144.58,6.9469,3.557
Rice,Kharif,Assam,2010,2096161,4913967.92,986.14,197.8,6.4142,2.3443
Maize,Rabi,West Bengal,1999,157640,475774.03,595.36,115.33,4.8999,3.0181
Maize,Kharif,Odisha,2015,206238,604241.78,422.16,157.67,2.4496,2.9298
Rice,Kharif,Tamil Nadu,2016,2740112,12453250.67,1313.27,155.62,6.4326,4.5448
Maize,Kharif,Maharashtra,2016,423295,1490443.1,471.35,163.76,1.4754,3.5211
Maize,Kharif,Maharashtra,2007,704565,2028878.23,968.1,144.17,6.2995,2.8796
Rice,Kharif,Chhattisgarh,2018,1827346,6131312.7,1569.08,146.62,0.8134,3.3553
Maize,Kharif,Andhra Pradesh,2015,606380,3663999.81,721.62,94.85,5.3031,6.0424
Maize,Rabi,Uttarakhand,2001,691041,2066290.01,938.02,101.43,0.454,2.9901
Maize,Kharif,Telangana,2013,486592,2348511.87,1086.34,152.2,0.5611,4.8264
Maize,Kharif,Andhra Pradesh,2016,85567,483503.18,596.93,124.79,1.0224,5.6506
Maize,Rabi,Tamil Nadu,2005,521137,1614589.74,833.7,89.31,0.6506,3.0982
Maize,Kharif,Uttarakhand,2010,306659,976632.31,410.99,146.32,1.1344,3.1848
Wheat,Rabi,Uttar Pradesh,2008,292539,1483210.72,400.28,129.61,3.6094,5.0701
Maize,Rabi,Chhattisgarh,2003,179418,596343.92,917.6,74.87,6.8918,3.3238
Wheat,Rabi,Gujarat,2000,352177,1179234.4,408.84,199.29,3.0683,3.3484
Maize,Rabi,Telangana,1997,775763,3310565.23,1048.6,99.35,5.5967,4.2675
Maize,Rabi,Telangana,2003,51853,234822.12,1048.15,82.66,6.0046,4.5286
Maize,Rabi,Punjab,2008,598297,2072213.44,927.53,176.45,5.2571,3.4635
Maize,Rabi,West Bengal,2017,43766,168795.69,829.95,112.9,5.1446,3.8568
Maize,Kharif,Chhattisgarh,2014,487860,1737939.77,1132.82,82.82,1.2661,3.5624
Rice,Kharif,Uttarakhand,2001,2340147,5741153.02,1070.84,157.14,6.7279,2.4533
Wheat,Rabi,Maharashtra,2009,2076386,8466028.2,545.53,214.64,3.3864,4.0773
Maize,Rabi,Jharkhand,2013,443065,1179512.73,1184.15,74.41,3.5063,2.6622
Maize,Rabi,Karnataka,2006,724656,4165698.74,827.71,156.34,6.3831,5.7485
Maize,Rabi,Punjab,2015,621551,2282306.56,417.79,104.82,4.1643,3.672
Maize,Rabi,Madhya Pradesh,2011,482456,1903112.87,999.47,109.62,0.6365,3.9446
Wheat,Rabi,Maharashtra,2000,605065,1958631.6,596.39,245.77,0.823,3.2371
Maize,Rabi,Haryana,2019,184750,650228.7,483.45,130.82,0.6116,3.5195
Rice,Kharif,Madhya Pradesh,2002,2649360,7585032.83,1419.68,125.62,6.6625,2.863
Maize,Kharif,Punjab,2010,452820,1423169.49,1106.26,88.35,1.5906,3.1429
Rice,Kharif,Maharashtra,2007,1268727,3961488.83,1088.17,161.21,3.695,3.1224
Maize,Kharif,Odisha,1999,387584,1112310.09,985.89,79.91,2.3477,2.8699
Maize,Rabi,Tamil Nadu,1998,398537,1241681.84,717.32,148.65,0.9016,3.1156
Maize,Kharif,Gujarat,2001,81517,230114.5,950.89,87.39,3.1431,2.8229
Rice,Kharif,Jammu and Kashmir,2020,907203,2934019.05,989.05,89.38,5.9374,3.2341
Rice,Kharif,Odisha,2009,2395093,5768275.69,1532.01,121.77,7.7247,2.4084
Rice,Kharif,Telangana,2020,643628,1925392.95,1550.62,95.07,1.8026,2.9915
Rice,Kharif,Chhattisgarh,2001,118124,307660.04,1085.68,88.11,2.3084,2.6046
Wheat,Rabi,Punjab,2016,53286,468700.04,487.55,230.72,5.8541,8.7959
Maize,Kharif,Uttarakhand,1999,708055,1815845.5,1159.5,146.61,3.9653,2.5646
Wheat,Rabi,Rajasthan,2013,1426494,5560223.62,615.11,106.42,0.9737,3.8978
Maize,Kharif,Madhya Pradesh,2017,786984,3195475.54,1191.2,132.22,6.3026,4.0604
Wheat,Rabi,Punjab,2007,633501,4792410.35,635.61,183.75,5.9304,7.565
Rice,Kharif,Bihar,2020,1345405,3703294.15,989.12,131.42,2.3266,2.7525
Maize,Rabi,Haryana,2015,532191,1793185.09,1049.17,143.41,1.4997,3.3694
Maize,Rabi,Uttarakhand,2017,346013,1259596.33,471.45,138.72,4.5157,3.6403
Maize,Kharif,Andhra Pradesh,2002,331084,1570085.3,952.23,140.26,6.6082,4.7423
Wheat,Rabi,Uttar Pradesh,2018,2127369,11400084.54,682.97,147.75,4.188,5.3588
Rice,Kharif,Chhattisgarh,2003,2741943,8009413.94,1565.79,142.87,6.793,2.9211
Maize,Rabi,Telangana,2002,320344,1432812.18,1086.03,85.88,3.456,4.4727
Rice,Kharif,Tamil Nadu,2020,2959675,13922750.23,906.35,101.04,6.2129,4.7041
Wheat,Rabi,Uttar Pradesh,2020,1316370,7260551.24,365.66,129.63,2.7169,5.5156
Maize,Kharif,Odisha,2010,236522,839897.74,522.56,144.1,6.9826,3.551
Maize,Rabi,Gujarat,2016,320001,1151707.94,1073.23,127.54,2.3502,3.5991
Maize,Kharif,Andhra Pradesh,2009,476706,2369282.81,995.67,98.57,2.778,4.9701
Maize,Rabi,Uttarakhand,2000,178580,467080.62,976.95,74.81,2.8044,2.6155
Wheat,Rabi,Himachal Pradesh,2013,219539,1164618.93,661.86,223.11,0.8546,5.3048
Maize,Rabi,Madhya Pradesh,2001,548269,1788771.69,522.41,88.11,2.5296,3.2626
Maize,Kharif,Karnataka,2015,426843,2423059.34,601.01,126.69,4.8323,5.6767
Rice,Kharif,Punjab,2010,662736,3845380.2,844.83,173.08,1.0354,5.8023
Maize,Kharif,Madhya Pradesh,2005,344307,1271056.85,447.64,86.25,5.051,3.6916
Rice,Kharif,Assam,2017,729585,1685277.8,1297.47,113.89,6.1194,2.3099
Maize,Kharif,West Bengal,1998,686725,1973861.1,454.89,175.3,0.6657,2.8743
Maize,Kharif,Haryana,2013,181214,637327.46,957.04,130.87,3.2952,3.517
Wheat,Rabi,Jharkhand,2018,533297,2332942.89,485.08,240.44,2.8341,4.3746
Rice,Kharif,Chhattisgarh,2006,2493924,6821333.86,1406.7,192.76,7.437,2.7352
Maize,Kharif,Odisha,2000,46043,129308.66,598.19,118.15,3.3002,2.8084
Maize,Rabi,Rajasthan,1999,314478,1117991.56,997.25,107.26,1.1601,3.5551
Rice,Kharif,Chhattisgarh,2008,2767659,7839740.88,1098.5,193.94,4.6514,2.8326
Wheat,Rabi,Gujarat,2019,890279,4181446.72,489.78,177.37,4.7801,4.6968
Maize,Rabi,Himachal Pradesh,2016,515365,2571906.23,642.24,159.44,4.4705,4.9905
Maize,Rabi,West Bengal,2002,724400,2254010.12,802.02,168.46,5.0435,3.1116
Maize,Kharif,Assam,2016,55046,192293.32,840.8,170.9,3.7885,3.4933
Rice,Kharif,Haryana,2005,1808962,8262934.23,979.61,109.79,7.3689,4.5678
Rice,Kharif,West Bengal,2005,2447195,7564232.96,1098.25,140.24,7.2646,3.091
Maize,Kharif,Maharashtra,2017,754579,2788706.13,858.21,85.4,2.8926,3.6957
Rice,Kharif,Punjab,2012,2246254,13378793.82,1048.29,119.28,6.2711,5.956
Rice,Kharif,West Bengal,1999,879713,2082977.55,1140.11,145.35,5.3573,2.3678
Rice,Kharif,Maharashtra,2008,1377095,3689250.64,813.51,160.8,4.5113,2.679
Rice,Kharif,Bihar,2008,2506218,5938170.32,836.41,181.79,3.1828,2.3694
Maize,Rabi,West Bengal,2018,431640,1554896.98,619.23,144.82,3.4795,3.6023
Maize,Rabi,Uttarakhand,2006,427986,1343561.52,415.3,94.68,6.9002,3.1393
Maize,Rabi,Uttar Pradesh,2010,674646,2455999.7,861.25,144.19,5.0368,3.6404
Wheat,Rabi,Uttar Pradesh,2016,997698,5414505.42,547.07,236.1,2.4069,5.427
Rice,Kharif,Punjab,2009,659551,3577402.24,1177.33,152.03,1.1611,5.424
Maize,Rabi,Tamil Nadu,2006,314963,1005344.01,607.54,116.04,2.9626,3.1919
Rice,Kharif,Rajasthan,2008,1885746,5784289.06,1105.13,178.65,0.7311,3.0674
Maize,Kharif,Tamil Nadu,2012,147371,450102.69,467.73,140.65,3.1446,3.0542
Maize,Kharif,Karnataka,1997,482110,2315080.41,628.2,146.63,5.2213,4.802
Maize,Kharif,West Bengal,2001,705280,2287194.79,677.94,77.14,3.9783,3.243
Maize,Kharif,Rajasthan,2015,148057,626877.79,423.31,156.86,2.2333,4.234
Maize,Kharif,Haryana,2005,339367,1058618.16,877.69,73.22,5.7505,3.1194
Rice,Kharif,Odisha,2008,2159051,5748007.05,884.91,174.43,2.7601,2.6623
Maize,Rabi,Maharashtra,2017,546538,1976894.76,865.9,160.51,2.7844,3.6171
Maize,Kharif,Jharkhand,2010,249831,713164.29,559.75,111.12,5.401,2.8546
Rice,Kharif,Karnataka,2002,2476297,6975604.4,1262.11,166.57,4.8764,2.8169
Rice,Kharif,Tamil Nadu,2019,853969,4178137.92,1226.04,163.32,2.8846,4.8926
Maize,Rabi,Punjab,1998,348254,1018842.85,569.33,105.95,5.4241,2.9256
Maize,Kharif,Himachal Pradesh,2017,411045,2214678.9,586.26,113.49,3.9706,5.3879
Maize,Kharif,Himachal Pradesh,2016,692657,3729780.37,781.7,146.1,6.134,5.3847
Wheat,Rabi,Jharkhand,2003,1147055,4168174.35,318.62,111.15,5.5758,3.6338
Maize,Kharif,Chhattisgarh,2017,623265,2291547.21,737.41,173.05,2.4141,3.6767
Maize,Rabi,Jammu and Kashmir,2002,218214,679977.93,664.21,78.7,3.3686,3.1161
Wheat,Rabi,Gujarat,2017,1572111,6659301.39,586.08,162.25,3.8878,4.2359
Wheat,Rabi,Maharashtra,2001,356497,1263492.27,590.83,111.84,3.734,3.5442
Maize,Kharif,Punjab,2006,635343,2147605.61,1040.69,94.61,4.4151,3.3802
Maize,Kharif,Maharashtra,1998,487071,1446247.61,965.85,117.9,5.243,2.9693
Maize,Rabi,Bihar,2007,721586,1740766.45,600.45,162.33,4.9579,2.4124
Rice,Kharif,Haryana,2017,2504616,13394671.89,994.1,115.38,6.7209,5.348
Wheat,Rabi,Uttar Pradesh,2005,1121523,5148304.07,640.99,113.56,4.9033,4.5905
Rice,Kharif,Tamil Nadu,2011,173588,849884.92,1555.31,193.89,2.1919,4.896
Rice,Kharif,Bihar,2003,2499607,6425360.9,1263.31,130.11,1.6431,2.5705
Maize,Kharif,Telangana,2014,106191,562730.59,1025.9,171.21,1.7556,5.2992
Maize,Rabi,Tamil Nadu,2010,487732,1628137.36,684.52,85.22,2.8227,3.3382
Wheat,Rabi,Madhya Pradesh,2013,804671,3618992.63,355.98,128.96,4.4025,4.4975
Rice,Kharif,Karnataka,2017,2096407,6336646.84,985.52,87.28,0.6426,3.0226
Maize,Kharif,Gujarat,2004,498894,1548509.4,1163.56,154.74,0.5102,3.1039
Maize,Kharif,Haryana,2000,345544,973681.37,537.5,174.24,3.4366,2.8178
Maize,Kharif,Tamil Nadu,2016,116222,424158.51,1069.58,86.92,0.935,3.6496
Wheat,Rabi,Uttar Pradesh,2011,72974,361981.57,670.17,242.53,1.5686,4.9604
Maize,Kharif,Gujarat,2005,98035,301169.81,1057.33,143.7,5.2133,3.0721
Rice,Kharif,Madhya Pradesh,2006,2891787,7452991.57,1586.2,97.69,7.6194,2.5773
Rice,Kharif,Haryana,2014,266269,1370341.03,888.77,123.87,5.1435,5.1465
Maize,Kharif,Jammu and Kashmir,1997,118346,349055.12,706.03,74.26,3.5066,2.9494
Maize,Rabi,Jammu and Kashmir,2016,661470,2235510.18,1086.55,129.24,0.9682,3.3796
Maize,Rabi,Gujarat,2019,420943,1378300.91,430.22,97.57,5.0801,3.2743
Maize,Kharif,Himachal Pradesh,2015,27097,135342.13,916.32,169.58,0.6297,4.9947
Rice,Kharif,Himachal Pradesh,2018,942355,3110473.99,1268.13,141.24,0.8411,3.3007
Rice,Kharif,Odisha,2001,1064762,2239977.36,1374.84,114.95,0.5117,2.1037
Rice,Kharif,Andhra Pradesh,2005,802224,3324926.55,978.55,141.89,0.8445,4.1446
Rice,Kharif,Madhya Pradesh,2014,1613694,5097547.75,1076.18,138.35,4.4501,3.1589
Rice,Kharif,Assam,2001,2021889,4162410.73,834.83,126.43,3.2998,2.0587
Maize,Rabi,Telangana,2009,25337,121207.89,521.72,176.67,0.5461,4.7838
Wheat,Rabi,Maharashtra,2016,1985233,8578667.63,663.29,249.51,5.6541,4.3212
Rice,Kharif,Jharkhand,2011,687354,1396296.81,1423.29,92.81,1.8856,2.0314
Rice,Kharif,Uttarakhand,2003,1020702,2651473.15,854.37,98.12,2.1404,2.5977
Wheat,Rabi,Jammu and Kashmir,2005,1040896,4562447.78,558.91,174.83,5.3318,4.3832
Rice,Kharif,Maharashtra,2001,250275,730067.62,990.75,156.67,5.1711,2.9171
Maize,Rabi,Jammu and Kashmir,2005,421774,1301219.88,776.76,168.44,2.149,3.0851
Rice,Kharif,Madhya Pradesh,2010,1303312,4011285.56,958.98,186.5,6.9774,3.0778
Wheat,Rabi,Haryana,2012,1376796,10877463.46,522.46,110.64,2.0221,7.9006
Rice,Kharif,Telangana,1997,630205,1710922.79,1207.62,90.91,0.8534,2.7149
Rice,Kharif,Himachal Pradesh,2008,2759233,8279780.94,1481.17,97.09,1.8799,3.0008
Rice,Kharif,Haryana,2000,158129,683968.31,905.44,122.99,6.4132,4.3254
Wheat,Rabi,Haryana,2003,1674704,11658960.68,331.61,243.89,2.9163,6.9618
Maize,Rabi,Gujarat,2013,443539,1566091.88,536.96,107.79,6.2503,3.5309
Rice,Kharif,Maharashtra,2014,564680,1874280.49,1176.13,143.83,6.6903,3.3192
Maize,Rabi,Jharkhand,2015,623115,1924379.76,444.74,128.68,5.0175,3.0883
Maize,Kharif,Gujarat,2011,128949,442346.88,419.19,138.8,1.1783,3.4304
Maize,Kharif,Tamil Nadu,2000,692351,1823270.77,460.28,174.64,4.5445,2.6334
Maize,Rabi,Madhya Pradesh,2019,778105,3421108.11,472.88,141.09,6.4647,4.3967
Wheat,Rabi,Madhya Pradesh,2016,409630,1865679.61,522.8,107.82,5.6071,4.5545
Maize,Rabi,Maharashtra,2019,188633,675059.84,732.04,89.75,4.4771,3.5787
Wheat,Rabi,Gujarat,2007,1739473,6239051.33,314.33,182.36,5.0077,3.5867
Maize,Rabi,Himachal Pradesh,2018,228491,1128212.11,591.22,150.8,6.6871,4.9377
Rice,Kharif,Karnataka,2006,1705929,5140402.81,1522.22,165.72,4.2658,3.0133
Rice,Kharif,West Bengal,2009,2625158,8587235.3,1324.94,114.38,7.7265,3.2711
Rice,Kharif,Haryana,2008,2306429,11334714.56,1226.56,155.23,2.0809,4.9144
Wheat,Rabi,Jharkhand,2002,162420,614737.38,698.87,159.55,3.1237,3.7849
Rice,Kharif,Uttarakhand,2012,2980138,9068786.65,1174.62,134.67,5.6336,3.0431
Maize,Kharif,Gujarat,2013,138391,482474.42,425.68,132.55,2.252,3.4863
Maize,Kharif,Rajasthan,1998,587789,2066798.07,408.12,174.29,0.965,3.5162
Maize,Kharif,Chhattisgarh,2005,111355,343865.7,1063.05,156.76,4.2152,3.088
Rice,Kharif,West Bengal,1997,1809593,4004244.81,976.35,150.71,6.5707,2.2128
Maize,Rabi,Telangana,2017,591523,3118215.17,468.12,175.07,3.9761,5.2715
Wheat,Rabi,Uttarakhand,2013,202106,1464490.1,397.07,197.32,0.3819,7.2461
Maize,Kharif,Assam,2007,684091,2284251.75,694.19,134.72,5.2738,3.3391
Maize,Rabi,Uttarakhand,2005,641818,2025592.19,1111.8,87.28,1.0683,3.156
Maize,Kharif,Karnataka,2000,671158,3163240.68,1189.23,105.55,6.8084,4.7131
Maize,Rabi,Uttar Pradesh,2007,756678,2576053.09,994.01,115.01,2.0783,3.4044
Wheat,Rabi,Punjab,2013,174966,1431005.99,687.01,199.11,2.0036,8.1788
Wheat,Rabi,Punjab,2000,2345135,16201668.5,310.5,239.36,5.0279,6.9086
Rice,Kharif,Gujarat,2018,2433394,8344934.92,1125.4,90.07,5.2685,3.4293
Wheat,Rabi,Bihar,2002,1214793,3566436.44,428.47,196.88,5.4752,2.9358
Maize,Kharif,Chhattisgarh,2013,517977,1745193.47,1089.76,93.81,3.525,3.3692
Rice,Kharif,Andhra Pradesh,2018,654123,3543803.23,946.14,172.2,1.6567,5.4176
Maize,Kharif,Maharashtra,2006,591187,1841131.52,1010.33,90.14,4.8861,3.1143
Maize,Kharif,West Bengal,1999,319012,881365.38,1122.74,75.06,5.6545,2.7628
Rice,Kharif,Gujarat,2000,951872,2578258.05,1144.06,186.57,3.6036,2.7086
Maize,Rabi,Punjab,1999,516650,1578997.4,1097.91,73.95,0.8516,3.0562
Rice,Kharif,Jammu and Kashmir,2005,1552766,4342124.72,1571.71,104.92,2.8123,2.7964
Wheat,Rabi,Uttar Pradesh,2000,1178399,5665402.51,529.64,221.08,5.1174,4.8077
Wheat,Rabi,Rajasthan,2004,258663,880399.67,696.99,230.06,1.0233,3.4037
Wheat,Rabi,Bihar,2003,728834,2286367.08,333.07,226.8,3.976,3.137
Maize,Rabi,Karnataka,2003,522077,2708541.23,516.75,88.39,2.2213,5.188
Maize,Rabi,Jammu and Kashmir,2019,453665,1618993.44,496.64,93.52,2.7534,3.5687
Wheat,Rabi,Himachal Pradesh,2009,59576,309314.23,569.64,156.91,0.8743,5.1919
Maize,Kharif,Jammu and Kashmir,2012,691128,2416410.22,867.34,120.72,4.8569,3.4963
Wheat,Rabi,Madhya Pradesh,2019,588248,2869526.24,699.36,212.86,4.517,4.8781
Rice,Kharif,Jammu and Kashmir,2015,2658717,8215375.76,1298.59,171.22,5.4581,3.09
Maize,Rabi,Tamil Nadu,2015,319477,1118556.81,746.33,129.39,1.7205,3.5012
Maize,Rabi,Chhattisgarh,2007,282075,897072.09,504.05,134.24,2.0831,3.1803
Maize,Kharif,Karnataka,2017,537151,3402290.47,683.58,75.25,4.6964,6.334
Maize,Rabi,Himachal Pradesh,2017,776660,3874699.81,621.9,79.74,1.4931,4.9889
Rice,Kharif,Bihar,2018,1999611,6040041.59,1242.5,87.85,0.7168,3.0206
Wheat,Rabi,Uttarakhand,2017,1743964,13528827.94,667.21,234.71,5.7255,7.7575
Maize,Kharif,Odisha,2007,314477,930607.34,563.2,129.53,2.7673,2.9592
Maize,Kharif,Rajasthan,2006,602062,2463444.96,1114.28,178.53,1.3453,4.0917
Wheat,Rabi,Haryana,2015,84114,690575.47,681.03,104.74,2.7533,8.21
Maize,Kharif,Chhattisgarh,1998,728688,1986550.14,548.12,93.8,3.5957,2.7262
Rice,Kharif,Karnataka,2014,995552,3061607.21,1056.37,187.75,4.2767,3.0753
Maize,Rabi,Gujarat,2018,656009,2563742.82,755.7,96.75,5.6604,3.9081
Wheat,Rabi,Gujarat,2013,1932544,7183013.45,676.04,230.53,3.3584,3.7169
Wheat,Rabi,Rajasthan,2003,1399449,4730037.52,526.34,228.69,0.8436,3.3799
